id_facility,name,address,city,state,zip
1032,Thara Thai,912 Bloomington RD UNIT 1/2,CHAMPAIGN,IL,61820
2463,Theta Xi Fraternity,205 E Armory AVE,CHAMPAIGN,IL,61820
890,Thomas Paine School,1801 James Cherry DR,URBANA,IL,61801
1724,Thomasboro Elem. Concessions (Indoor),201 N Phillips,THOMASBORO,IL,61878
129,Thomasboro Grade School,201 N Phillips ST,THOMASBORO,IL,61878
88,Thomasboro Market,"608 N Commercial St., Box 128",THOMASBORO,IL,61878
54,Thornton's Gas & Food No. 385,101 Burwash DR,SAVOY,IL,61874
1443,Thornton's No. 386,101 S Mattis AVE,CHAMPAIGN,IL,61821
1673,Tienda Guatemala,408-B N Race ST,URBANA,IL,61801
1447,Tiger Tots/Lutheran School,311 E Madison W ST,PHILO,IL,61864
697,Timpone's,710 S Goodwin,URBANA,IL,61801
1911,Tin Roof Tavern,604 N Cunningham AVE,URBANA,IL,61802
2411,TK Cheesesteak (Mobile),112 E Congress,RANTOUL,IL,61866
2576,TK's Cheesesteak,112 E Congress AVE,RANTOUL,IL,61866
2666,Tolono It'll Do,102 N Long ST,TOLONO,IL,61880
124,Tolono Masonic Lodge,202 E Main,TOLONO,IL,61880
1863,Toro Loco,1601 N Cunningham AVE,URBANA,IL,61801
2581,Town & Country Catering (Mobile) @ Marble's,104 W Tomaras AVE,SAVOY,IL,61874
2146,TownPlace Suites,603 S Sixth ST,CHAMPAIGN,IL,61820
985,Toys R Us,40 Anthony DR,CHAMPAIGN,IL,61820
1751,Traxside Bar & Grill,4 E Holden ST,TOLONO,IL,61889
2466,Triangle Fraternity,112 E Daniel ST,CHAMPAIGN,IL,61820
446,Triple S Farm - Trailer,3078 County Hwy 33,Stewardson,IL,62463
1850,Triptych Brewing Company,1703 Woodfield DR,SAVOY,IL,61874
1158,TT Enterprise at U. Farmers Market,2714 High CT,URBANA,IL,61802
511,Tumble Inn,302 S Neil,CHAMPAIGN,IL,61820
2559,Uniplace Christian Church,403 S Wright ST,CHAMPAIGN,IL,61820
1573,United Community Church (Food Pantry),300 S Lincoln PO BOX 79,BROADLANDS,IL,61816
205,Unity East Elementary School,1638 CR 1000N,PHILO,IL,61864
2718,Unity H.S. Football Concessions (2 Outdoor Stands),1127 CR 800N,TOLONO,IL,61880
132,Unity High School,1127 CR 800 N,TOLONO,IL,61880
8,Unity Jr. High School & Indoor Concessions,1121 CR 800N,TOLONO,IL,61880
203,Unity West Elementary School,1035 CR 600N,TOLONO,IL,61880
208,Univ. of Illinois Golf Course,800 Hartwell DR,SAVOY,IL,61874
1892,University Food & Liquor,211 W University AVE,CHAMPAIGN,IL,61820
2689,University of Illinois Extension - INEP,201 W Kenyon RD STE 3,CHAMPAIGN,IL,61820
2548,Urbana Adult Education Ctr. (Summer Food),211 N Race ST,URBANA,IL,61801
1236,Urbana Country Club,100 E Country Club DR,URBANA,IL,61803
1890,Urbana Early Childhood School,2202 E Washington ST,URBANA,IL,61802
1723,Urbana Free Library Cafe,210 W Green ST,URBANA,IL,61801
1719,Urbana H.S. Concessions (Indoor),1002 S Race ST,URBANA,IL,61801
2640,Urbana Head Start,1603 E Mumford DR,URBANA,IL,61802
501,Urbana High School,1002 S Race,URBANA,IL,61801
2568,Urbana High School (Summer Food),1002 S Race ST,URBANA,IL,61801
1678,Urbana High School Concessions (Outdoor),1002 S Race ST,URBANA,IL,61801
534,Urbana Middle School,1201 S Vine,URBANA,IL,61801
1797,Urbana Mini Mart,1701 S Philo RD,URBANA,IL,61801
2017,Urbana Neighborhood Conn. Ctr. (Summer Food),1401 E Main ST,URBANA,IL,61801
1982,Urbana Neighborhood Connections Center,1401 E Main ST,URBANA,IL,61801
445,Urbana's Garden Restaurant,810 Killarney,URBANA,IL,61801
2166,V. Picasso,122 N Neil ST,CHAMPAIGN,IL,61820
441,ValuCheck (Groc/Mt/Prod),1914 Glenn Park DR,CHAMPAIGN,IL,61821
1937,Venue 51,51 E Green ST,CHAMPAIGN,IL,61820
469,VFW Post 5520,609 Edgebrook,CHAMPAIGN,IL,61820
625,VFW Post No. 630,1303 E Main ST,URBANA,IL,61802
2229,Villa,4114 W Springfield AVE,CHAMPAIGN,IL,61822
2141,Villa Pizza,2000 N Neil ST SPC 708,CHAMPAIGN,IL,61820
1271,Village of Rantoul (Summer Food),1306 Country Club LN,RANTOUL,IL,61866
1736,Village of Sidney Baseball Concessions,504 N Witt Park RD PO BOX 77,SIDNEY,IL,61877
1794,Village Pantry No. 5202,1201 N Mattis AVE,CHAMPAIGN,IL,61821
1806,Village Pantry No. 5207,401 N Market ST,OGDEN,IL,61859
2086,Villas of Holly Brook,68 E Airport RD,SAVOY,IL,61874
2249,Vine Street Marathon,508 S Vine ST,URBANA,IL,61802
553,Vineyard Church,1500 N Lincoln,URBANA,IL,61801
1536,Vineyard Church (Food Pantry),1802 N Lincoln AVE,URBANA,IL,61801
1370,Vinny's by the Slice & More,401 W Kirby AVE,CHAMPAIGN,IL,61820
977,Virginia Theatre,203 W Park AVE,CHAMPAIGN,IL,61820
2070,Voice KTV,24 E Green ST STE 8,CHAMPAIGN,IL,61820
229,Wal-Mart No. 1093 (Bak/Prod),845 Broadmeadow,RANTOUL,IL,61866
1763,Wal-Mart No. 1093 (Deli),845 Broadmeadow,RANTOUL,IL,61866
407,Wal-Mart No. 1093 (Groc/Meat),845 Broadmeadow,RANTOUL,IL,61866
778,Wal-Mart No. 1734 (Bak/Prod),2610 N Prospect,CHAMPAIGN,IL,61821
1793,Wal-Mart No. 1734 (Deli),2610 N Prospect AVE,CHAMPAIGN,IL,61821
1073,Wal-Mart No. 1734 (Groc/Mt),2610 N Prospect,CHAMPAIGN,IL,61821
90,Wal-mart No. 3255 (Bak/Prod),505 S Dunlap AVE,SAVOY,IL,61874
1762,Wal-Mart No. 3255 (Deli),505 S Dunlap AVE,SAVOY,IL,61874
107,Wal-mart No. 3255 (Groc/Mt),505 S Dunlap AVE,SAVOY,IL,61874
908,Wal-Mart No. 5403 (Bak/Prod),100 S High Cross RD,URBANA,IL,61802
1792,Wal-Mart No. 5403 (Deli),100 S High Cross RD,URBANA,IL,61802
1045,Wal-Mart No. 5403 (Groc/Mt),100 S High Cross RD,URBANA,IL,61802
879,Walgreens No. 09611,841 Bloomington RD,CHAMPAIGN,IL,61820
917,Walgreens No. 09921,1509 S Neil ST,CHAMPAIGN,IL,61820
145,Walgreens No. 09965,220 S Century BLVD,RANTOUL,IL,61866
1120,Walgreens No. 11368,1801 S Philo RD,URBANA,IL,61802
887,Walgreens No. 1156,407 E Green ST,CHAMPAIGN,IL,61820
1462,Walgreens No. 12868,104 N Lombard ST,MAHOMET,IL,61853
1895,Walgreens No. 15282 @ Christie Clinic,1801 W Windsor RD STE 101,CHAMPAIGN,IL,61821
1894,Walgreens No. 15283 @ Christie Clinic,101 W University AVE STE 102,CHAMPAIGN,IL,61820
678,Walgreens No. 4409,1713 W Springfield,CHAMPAIGN,IL,61821
864,Walgreens No. 9851,2402 Village Green PL,CHAMPAIGN,IL,61821
841,Walgreens No. 9852,302 E University,URBANA,IL,61801
1600,Washington Elementary School,606 E Grove,CHAMPAIGN,IL,61820
2370,Waterford at Bridle Brook,1505 Patton DR,MAHOMET,IL,61853
2270,Watson's Shack & Rail,211 N Neil ST,CHAMPAIGN,IL,61820
1883,Wayne's Kettle Korn,100 E Lincoln,Normal,IL,61761
1273,Wayne's Kettle Korn (Booth),100 E Lincoln,Normal,IL,61761
1891,Wedge Tequila Bar & Grill,415 N Neil ST,CHAMPAIGN,IL,61820
2383,Wendy's,2003 N Prospect AVE,CHAMPAIGN,IL,61822
2209,Wendy's,2015 S Neil ST,CHAMPAIGN,IL,61820
2128,Wendy's,505 N Cunningham AVE,URBANA,IL,61802
2047,Wendy's @ Illini Union,1401 W Green ST,URBANA,IL,61801
2523,Wesley Food Pantry @ Parkland College,2400 W Bradley AVE BLDG M,CHAMPAIGN,IL,61821
1720,Wesley United Methodist Church (Food Pantry),1203 W Green ST,URBANA,IL,61801
693,Western Bowl Bar & Snack Bar,917 Frances DR,CHAMPAIGN,IL,61821
766,Westview School,703 S Russell,CHAMPAIGN,IL,61820
2592,Wetzel's Pretzels,2000 N Neil ST SPC 5527,CHAMPAIGN,IL,61820
2494,Wheel House,109 N Main ST,ST. JOSEPH,IL,61873
2126,Which Wich,512 E Green ST,CHAMPAIGN,IL,61820
1953,Wienerschnitzel,2102 W Springfield AVE,CHAMPAIGN,IL,61821
2599,Wild Hare Bar & Grill,109 S Third ST,FISHER,IL,61843
898,Wiley School,1602 S Anderson,URBANA,IL,61801
2404,Willow Creek Farm,1766 CR 1850 N,URBANA,IL,61802
1974,Willow Pond Snack Bar,808 Golf Course RD,RANTOUL,IL,61866
2045,Willowbrook of Savoy,404 E Curtis RD,SAVOY,IL,61874
2283,Willowbrook of Savoy House No. 2,406 W Curtis AVE,SAVOY,IL,61874
2349,Willowbrook of Savoy No. 3,408 W Curtis RD,SAVOY,IL,61874
300,Windsor of Savoy,401 Burwash,SAVOY,IL,61874
2766,Windsor Road Christian Church (Food Pantry),2501 W Windsor RD,CHAMPAIGN,IL,61821
1478,Windy City,410 N Race ST,URBANA,IL,61801
1228,Wingate Inn,516 W Marketview DR,CHAMPAIGN,IL,61822
1772,Wingin' Out,301 E Green ST,CHAMPAIGN,IL,61820
1872,Wingstop Restaurant,512 S Neil ST,CHAMPAIGN,IL,61820
1493,Wok,703 Eastwood DR STE C,MAHOMET,IL,61853
2406,Wood n' Hog Barbeque,904 N Fourth ST,CHAMPAIGN,IL,61820
827,Woori Jib,710 S Sixth ST,CHAMPAIGN,IL,61820
2205,Wyndham Garden Hotel,1001 Killarney,URBANA,IL,61801
2528,Xinh Xinh Cafe,114 N Vine ST STE H,URBANA,IL,61802
2392,Y Eatery,1001 S Wright ST,CHAMPAIGN,IL,61820
919,Yankee Ridge School,2102 S Anderson,URBANA,IL,61801
2677,Ye Olde Donut Shoppe & Commissary,708 Killarney ST,URBANA,IL,61801
2196,Ye Olde Donut Shoppe (Booth),708 Killarney,URBANA,IL,61801
2641,Yo Yo's Frozen Yogurt,104 S Lombard ST,MAHOMET,IL,61853
2279,Yori Q/Sushi M,715 S Neil ST STE A `,CHAMPAIGN,IL,61820
2313,You Scream Ice Cream (Mobile) C-U,607 W Graham ST,Bloomington,IL,61701
1018,Za's,2006 W Springfield,CHAMPAIGN,IL,61821
1189,Za's on Neil,1905 N Neil ST,CHAMPAIGN,IL,61820
1154,Zahnd Park Concessions,2502 Staley RD,CHAMPAIGN,IL,61822
2691,Zybell House (Mobile Freezer) @ Bergie's,106 S Charter,Monticello,IL,61856
